,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ALL Items Purchased ALL Locations,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Date Range: 06/09/2023 - 06/08/2024, 06/09/2024 - 06/08/2025",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Anand Ganger, 6/8/2025 10:46 AM",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Billing Location Nickname,Billing Location Address,Billing Location Account Number,Shipped Location Nickname,Shipped Location Address,Shipped Location Account Number,Short Description,Extended Description,Item Code,Manufacturer,Uom,Previous Quantity,Current Quantity,Previous Amount,Current Amount,CategoryTree,Category,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Category Level 6,Category Level 7,Category Level 8,Category Level 9,Category Level 10
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"QlickSmart Blade Removal System, 4 EA/CA","QlickSmart Blade Removal System, 4 EA/CA",7312652,Myco Medical Supplies,CA,1,,156.40,,Medical & Surgical Supplies > Surgical Products > Scalpel & Blade > Scalpel Blade Removers,Medical & Surgical Supplies,Surgical Products,Scalpel & Blade,Scalpel Blade Removers,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"QlickSmart Blade Removal System, 4 EA/CA","QlickSmart Blade Removal System, 4 EA/CA",7312652,Myco Medical Supplies,EA,6,3,234.60,168.84,Medical & Surgical Supplies > Surgical Products > Scalpel & Blade > Scalpel Blade Removers,Medical & Surgical Supplies,Surgical Products,Scalpel & Blade,Scalpel Blade Removers,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Carbon Steel Sterile Surgical Blade #10 Disposable 100/Bx,Carbon Steel Sterile Surgical Blade #10 Disposable,9531378,"Integra York Pa, Inc",BX,9,4,329.49,173.50,Medical & Surgical Supplies > Surgical Products > Scalpel & Blade > Scalpel Blades,Medical & Surgical Supplies,Surgical Products,Scalpel & Blade,Scalpel Blades,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Carbon Steel Sterile Surgical Blade #11 Disposable 100/Bx,Carbon Steel Sterile Surgical Blade #11 #11 Disposable,9531774,"Integra York Pa, Inc",BX,,4,,173.50,Medical & Surgical Supplies > Surgical Products > Scalpel & Blade > Scalpel Blades,Medical & Surgical Supplies,Surgical Products,Scalpel & Blade,Scalpel Blades,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Carbon Steel Sterile Surgical Blade #15 Disposable 100/Bx,Carbon Steel Sterile Surgical Blade #15 Disposable,9532041,"Integra York Pa, Inc",BX,2,3,73.22,131.57,Medical & Surgical Supplies > Surgical Products > Scalpel & Blade > Scalpel Blades,Medical & Surgical Supplies,Surgical Products,Scalpel & Blade,Scalpel Blades,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"AccuThrive DermaBlade Stainless Steel Biopsy Blade Sterile Disposable 50/Bx, 8 BX/CA","AccuThrive DermaBlade Stainless Steel Biopsy Blade Sterile Disposable 50/Box, 8 BX/CA",1437056,"Accutec Blades, Inc",BX,12,9,"1,509.00","1,187.28",Medical & Surgical Supplies > Surgical Products > Scalpel & Blade > Specialty Blades,Medical & Surgical Supplies,Surgical Products,Scalpel & Blade,Specialty Blades,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"AccuThrive Stainless Steel Double Edge Prep Blade 0.004"" Non-Sterile Disp 100/Bx, 10 BX/CA","AccuThrive Stainless Steel Double Edge Prep Blade 0.004"" Non-Sterile Disposable 100/Box, 10 BX/CA",1437057,"Accutec Blades, Inc",BX,,2,,92.72,Medical & Surgical Supplies > Surgical Products > Scalpel & Blade > Specialty Blades,Medical & Surgical Supplies,Surgical Products,Scalpel & Blade,Specialty Blades,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"18x26"" Sterile Surgical Drape 3"" Fenestrated, 6 BX/CA","18x26"" Sterile Surgical Drape 3"" Fenestrated, 6 BX/CA",9004685,Henry Schein Inc.,BX,,1,,20.28,Medical & Surgical Supplies > Surgical Products > Surgical Drape > Surgical Procedure Drapes,Medical & Surgical Supplies,Surgical Products,Surgical Drape,Surgical Procedure Drapes,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"18x26"" Sterile Surgical Drape Non-Fenestrated, 6 BX/CA","18x26"" Sterile Surgical Drape Non-Fenestrated, 6 BX/CA",9004686,Henry Schein Inc.,BX,2,1,48.52,24.26,Medical & Surgical Supplies > Surgical Products > Surgical Drape > Surgical Procedure Drapes,Medical & Surgical Supplies,Surgical Products,Surgical Drape,Surgical Procedure Drapes,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Curad Cotton/Polyester Dressing Pad 2x3"" Sterile Non-Adherent Non-Adhesive LF, 12 BX/CA","Curad Cotton/Polyester Dressing Pad 2x3"" Sterile Non-Adherent Non-Adhesive Not Made With Natural Rubber Latex, 12 BX/CA",6780367,Medline Industries Inc,BX,1,,5.19,,Medical & Surgical Supplies > Wound Care > Advanced Wound Care > Non-Adherent Dressing,Medical & Surgical Supplies,Wound Care,Advanced Wound Care,Non-Adherent Dressing,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Telfa Ouchless Cotton Gauze Dressing 3x4"" Sterile Non-Adherent White Abs LF, 18 BX/CA","Telfa Ouchless Cotton Gauze Dressing 3x4"" Sterile Non-Adherent White Absorbent Not Made With Natural Rubber Latex, 18 BX/CA",8908967,Cardinal Health,BX,1,,10.44,,Medical & Surgical Supplies > Wound Care > Advanced Wound Care > Non-Adherent Dressing,Medical & Surgical Supplies,Wound Care,Advanced Wound Care,Non-Adherent Dressing,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"100% Cotton All-Gauze Sponge 2x2"" 12 Ply Non-Sterile Square LF, 40 PK/CA","Henry Schein 100% Cotton All-Gauze Sponge 2x2"" 12 Ply Non-Sterile Square Not Made With Natural Rubber Latex, 40 PK/CA",5702658,Henry Schein Inc.,PK,4,8,5.20,10.40,Medical & Surgical Supplies > Wound Care > Traditional Wound Care > Sponge,Medical & Surgical Supplies,Wound Care,Traditional Wound Care,Sponge,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"100% Cotton All-Gauze Sponge 4x4"" 12 Ply Non-Sterile Square LF, 10 PK/CA","Henry Schein 100% Cotton All-Gauze Sponge 4x4"" 12 Ply Non-Sterile Square Not Made With Natural Rubber Latex, 10 PK/CA",5702630,Henry Schein Inc.,CA,17,14,844.10,741.70,Medical & Surgical Supplies > Wound Care > Traditional Wound Care > Sponge,Medical & Surgical Supplies,Wound Care,Traditional Wound Care,Sponge,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Advantage 100% Cotton Gauze Sponge 4x4"" 12 Ply Non-Sterile Woven LF","Advantage 100% Cotton Gauze Sponge 4x4"" 12 Ply Non-Sterile Woven Not Made With Natural Rubber Latex",1198190,Dynarex Corporation,CA,5,,243.85,,Medical & Surgical Supplies > Wound Care > Traditional Wound Care > Sponge,Medical & Surgical Supplies,Wound Care,Traditional Wound Care,Sponge,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Henry Schein Premium 100% Cotton All-Gauze Sponge 2x2"" 8 Ply Non-Sterile Sq LF, 25 PK/CA","Henry Schein Premium 100% Cotton All-Gauze Sponge 2x2"" 8 Ply Non-Sterile Square Not Made With Natural Rubber Latex, 25 PK/CA",5702647,Henry Schein Inc.,PK,2,,2.30,,Medical & Surgical Supplies > Wound Care > Traditional Wound Care > Sponge,Medical & Surgical Supplies,Wound Care,Traditional Wound Care,Sponge,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Henry Schein Premium Rayon/Polyester Blend Non-Woven Sponge 3x3"" 4Pl NS Sq LF, 20 PK/CA","Henry Schein Premium Rayon/Polyester Blend Non-Woven Sponge 3x3"" 4 Ply Non-Sterile Square Not Made With Natural Rubber Latex, 20 PK/CA",1018748,Henry Schein Inc.,PK,12,6,39.48,19.74,Medical & Surgical Supplies > Wound Care > Traditional Wound Care > Sponge,Medical & Surgical Supplies,Wound Care,Traditional Wound Care,Sponge,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Steri-Strip Skin Closure Strip Non-Woven Rayon Backed 1/2x2"" White 50/Bx, 4 BX/CA","Steri-Strip Skin Closure Strip Non-Woven Rayon Backed 1/2x2"" White Adherent Sterile 50/Box, 4 BX/CA",4584654,3M Medical Products,BX,,1,,75.74,Medical & Surgical Supplies > Wound Closure > Skin Closure Strip,Medical & Surgical Supplies,Wound Closure,Skin Closure Strip,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Monocryl Suture 4-0 18"" Poliglecaprone 25 Monofilament P-3 Undyed 12/Bx","Monocryl Suture Poliglecaprone 25 Monofilament 4-0 18"" Absorbable P-3 Precision Point Reverse Cutting 3/8 Circle Needle 13mm Uncoated Undyed 12/Box",6540574,J & J Healthcare Systems,BX,2,,605.09,,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"PDS II Suture 3-0 18"" Polydioxanone Monofilament PS-2 Clear 12/Bx","PDS II Suture Polydioxanone Monofilament 3-0 18"" Absorbable PS-2 Cutting Edge Prime Reverse 3/8 Circle Needle 19mm Uncoated Clear 12/Box",6544518,J & J Healthcare Systems,BX,,2,,668.98,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"PDS II Suture 4-0 18"" Polydioxanone Monofilament PS-2 Clear 12/Bx","PDS II Suture Polydioxanone Monofilament 4-0 18"" Absorbable PS-2 Cutting Edge Prime Reverse 3/8 Circle Needle 19mm Uncoated Clear 12/Box",6545192,J & J Healthcare Systems,BX,,1,,387.80,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Prolene Suture 4-0 18"" Polypropylene Monofilament P-3 Blue 12/Bx","Prolene Suture Polypropylene Monofilament 4-0 18"" Non-Absorbable P-3 Precision Point Reverse Cutting 3/8 Circle Needle 13mm Uncoated Blue 12/Box",6547345,J & J Healthcare Systems,BX,6,1,"1,611.36",307.72,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Prolene Suture 4-0 1x18"" Polypropylene Monofilament PS-2 Blue 12/Bx","Prolene Suture Polypropylene Monofilament 4-0 1x18"" Non-Absorbable PS-2 Cutting Edge Prime Reverse 3/8 Circle Needle 19mm Uncoated Blue 12/Box",6544386,J & J Healthcare Systems,BX,1,,281.92,,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Prolene Suture 5-0 18"" Polypropylene Monofilament P-3 Blue 12/Bx","Prolene Suture Polypropylene Monofilament 5-0 18"" Non-Absorbable P-3 Precision Point Reverse Cutting 3/8 Circle Needle 13mm Uncoated Blue 12/Box",6546032,J & J Healthcare Systems,BX,1,,234.02,,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Vicryl Suture 3-0 18"" Polyglactin 910 Braid PS-2 Undyed 12/Bx","Vicryl Suture Polyglactin 910 Braid 3-0 18"" Absorbable PS-2 Cutting Edge Prime Reverse 3/8 Circle Needle 19mm Coated Undyed 12/Box",6549934,J & J Healthcare Systems,BX,1,,206.32,,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Vicryl Suture 4-0 18"" Polyglactin 910 Braid PS-2 Undyed 12/Bx","Vicryl Suture Polyglactin 910 Braid 4-0 18"" Absorbable PS-2 Cutting Edge Prime Reverse 3/8 Circle Needle 19mm Coated Undyed 12/Box",6546253,J & J Healthcare Systems,BX,1,,174.67,,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Ointment Petrolatum White Packet 144/Bx, 6 BX/CA","Ointment Petrolatum White Packet 144/Box, 6 BX/CA",5703127,Henry Schein Inc.,BX,7,5,111.23,68.64,Pharmacy > Health & Beauty Care > Personal Care > Lotion,Pharmacy,Health & Beauty Care,Personal Care,Lotion,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Witch Hazel Astringent Solution 16oz/Bt, 12 BT/CA","Witch Hazel Astringent Solution 16oz/Bottle, 12 BT/CA",1263352,Hydrox Labs,BT,16,8,61.63,32.07,Pharmacy > OTC > First Aid > Antibiotic & Antiseptic,Pharmacy,OTC,First Aid,Antibiotic & Antiseptic,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Bacitracin Zinc Ointment 500u/gm 0.9gm Foil Pack 144/Bx, 12 BX/CA","Bacitracin Zinc Ointment 500u/gm 0.9gm Foil Pack 144/Box, 12 BX/CA",1419947,New World Imports,BX,1,,6.72,,Pharmacy > OTC > First Aid > Burn & Wound Care,Pharmacy,OTC,First Aid,Burn & Wound Care,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Bacitracin Zinc Ointment 500u/gm Foil Pack 144/Pk,Bacitracin Zinc Ointment 500u/gm Foil Pack 144/Package,1466945,Trifecta Pharmaceuticals,PK,,1,,6.47,Pharmacy > OTC > First Aid > Burn & Wound Care,Pharmacy,OTC,First Aid,Burn & Wound Care,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Petroleum Jelly Petrolatum Flip Top Tube 1oz/Tb, 72 TB/CA","Petroleum Jelly Petrolatum Flip Top Tube 1oz/Tube, 72 TB/CA",1253744,New World Imports,TB,24,,13.34,,Pharmacy > OTC > First Aid > Burn & Wound Care,Pharmacy,OTC,First Aid,Burn & Wound Care,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"WeCare Skin Protectant Ointment Tube 1Oz/Tb, 72 TB/BX","WeCare Skin Protectant Ointment Tube 1Oz/Tube, 72 TB/BX",1473236,Dynarex Corporation,TB,,10,,5.60,Pharmacy > OTC > First Aid > Burn & Wound Care,Pharmacy,OTC,First Aid,Burn & Wound Care,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Arnicare Analgesic Gel 2.6oz/Tb,Arnicare Analgesic Gel 2.6oz/Tube,1235183,Boiron Usa,TB,3,,30.72,,Pharmacy > OTC > Pain & Fever > Topical Pain Relief,Pharmacy,OTC,Pain & Fever,Topical Pain Relief,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Xylocaine w/Epinephrine Injection 1% 1:100,000 MDV 50mL 25/Package","Xylocaine w/Epinephrine Injection 1% 1:100,000 MDV 50mL 25/Package",1500073,"Fresenius Kabi, LLC",PK,1,,350.66,,Pharmacy > Rx > Anesthetics > Local,Pharmacy,Rx,Anesthetics,Local,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Kenalog-10 Injection 10mg/mL MDV 5mL Each, 24 VL/CA","Kenalog-10 Injection 10mg/mL MDV 5mL Each, 24 VL/CA",1960545,Bristol-Myers-Squibb,VL,18,18,293.67,295.92,Pharmacy > Rx > Corticosteroids > Corticosteroids,Pharmacy,Rx,Corticosteroids,Corticosteroids,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Kenalog-40 Injection 40mg/mL MDV 10mL Each,Kenalog-40 Injection 40mg/mL MDV 10mL Each,1969429,Bristol-Myers-Squibb,VL,2,10,203.55,"1,031.70",Pharmacy > Rx > Corticosteroids > Corticosteroids,Pharmacy,Rx,Corticosteroids,Corticosteroids,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Drysol Extra Strength Topical Solution 20% Dab On Bottle Ea,Drysol Extra Strength Topical Solution 20% Dab On Bottle Each,2282906,"Person & Covey, Inc",EA,,2,,25.56,Pharmacy > Rx > Dermatological Agents > Other Dermatological,Pharmacy,Rx,Dermatological Agents,Other Dermatological,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,Mupirocin Topical Ointment 2% Tube 22gm Each,Mupirocin Topical Ointment 2% Tube 22gm Each,1364874,Padagis Us Llc,TB,19,8,53.58,22.56,Pharmacy > Rx > Dermatological Agents > Topical Antibiotics,Pharmacy,Rx,Dermatological Agents,Topical Antibiotics,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Sodium Chloride Inhalation Solution 0.9% Vial 3mL 100/Package, 10 BX/CA","Sodium Chloride Inhalation Solution 0.9% Vial 3mL 100/Package, 10 BX/CA",1530284,SunMed,BX,,2,,30.02,Pharmacy > Rx > Respiratory Agents > Respiratory Therapy Solutions,Pharmacy,Rx,Respiratory Agents,Respiratory Therapy Solutions,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Plymouth,"650 S Main St Megan Reif Iacco, Plymouth, MI, 481701711",4148407,"Sodium Chloride Bacteriostatic Injection 0.9% MDV 30mL 25/Package, 4 BX/CA","Sodium Chloride Bacteriostatic Injection 0.9% MDV 30mL 25/Package, 4 BX/CA",1048583,Pfizer Injectables,BX,,5,,248.90,Pharmacy > Rx > Solutions and Diluents > Diluents,Pharmacy,Rx,Solutions and Diluents,Diluents,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,Dermal Tip Electrode For Electrosurgical Pencil 50/Bx,Henry Schein Dermal Tip Electrode For Electrosurgical Pencil 50/Box,5700888,Henry Schein Inc.,BX,5,,351.40,,Equipment > Procedural Tools > Electrosurgery > Accessories & Parts,Equipment,Procedural Tools,Electrosurgery,Accessories & Parts,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,Kit Cautery Change-A-Tip Ea,Kit Cautery Change-A-Tip Each,5909094,Bovie Medical Corporation,EA,2,,84.56,,Equipment > Procedural Tools > Electrosurgery > Accessories & Parts,Equipment,Procedural Tools,Electrosurgery,Accessories & Parts,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,Angled Blade 100/Bx,Angled Blade 100/Box,1272900,Bovie Medical Corporation,BX,2,,101.24,,Equipment > Procedural Tools > Electrosurgery > Consumables,Equipment,Procedural Tools,Electrosurgery,Consumables,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,Handpiece Cover For Hyfrecator Handpiece 100/Bx,Handpiece Cover For Hyfrecator Handpiece 100/Box,9917179,Bovie Medical Corporation,BX,8,,216.96,,Equipment > Procedural Tools > Electrosurgery > Consumables,Equipment,Procedural Tools,Electrosurgery,Consumables,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Hi-Temp Cautery Tip New Loop Tip, 10 EA/BX","Henry Schein Hi-Temp Cautery Tip New Loop Tip, 10 EA/BX",1127178,Henry Schein Inc.,BX,1,,105.10,,Equipment > Procedural Tools > Electrosurgery > Desiccators & Cauteries,Equipment,Procedural Tools,Electrosurgery,Desiccators & Cauteries,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Hi-Temp Cautery Tip New Loop Tip, 10 EA/BX","Henry Schein Hi-Temp Cautery Tip New Loop Tip, 10 EA/BX",1127178,Henry Schein Inc.,EA,5,,52.01,,Equipment > Procedural Tools > Electrosurgery > Desiccators & Cauteries,Equipment,Procedural Tools,Electrosurgery,Desiccators & Cauteries,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,Aluminum Chloride Reagent 20% 4oz 1/Bt,Aluminum Chloride Reagent 20% 4oz 1/Bottle,3006116,"EDM3, LLC",BT,1,,20.48,,Laboratory > Chemical & Solution,Laboratory,Chemical & Solution,,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Tissue-Tek OCT Compound 125mL Cap Ea, 12 EA/CA","Tissue-Tek OCT Compound 125mL Cap Each, 12 EA/CA",2580274,"Sakura Finetek USA, Inc.",CA,2,,215.76,,Laboratory > Cytology & Histology > Consumables,Laboratory,Cytology & Histology,Consumables,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,"Dehydrant Reagent Alcohol 100% 1 1gal 1 Gal, 4 EA/CA","Dehydrant Reagent Alcohol 100% 1 1gal Liquid Volume 1 gallon, 4 EA/CA",2283634,Richard-Allan Scientific,EA,1,,26.73,,Laboratory > Cytology & Histology > Stains & Reagents,Laboratory,Cytology & Histology,Stains & Reagents,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,Ganger Dermatology Mohs AA,"1979 S Huron Pkwy Timothy M Johnson, Ann Arbor, MI, 481044141",4215972,Microscope Cover Glass 24x60mm #1 10/Bx,Microscope Cover Glass 24x60mm #1 1oz/Vacuum Pack 10/Box,4240039,Globe Scientific Inc.,BX,1,,27.91,,"Laboratory > Laboratory Supplies > Glass, Plasticware & Consumables > Microscope Cover Glass",Laboratory,Laboratory Supplies,"Glass, Plasticware & Consumables",Microscope Cover Glass,,,,,,
